corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
AJ네트웍스,095570,서비스업,accounts_payable_turnover,매입채무회전율,27.150479085518512,30.242796449176367,21.77684361749785,21.68887168566334,20.482990865481245,-5.559905732575291
AJ네트웍스,095570,서비스업,accounts_receivable_turnover,매출채권회전율,12.929633057669013,9.531222597266321,10.26225676327236,10.530096271178861,12.724734147285405,20.841574659799864
AJ네트웍스,095570,서비스업,book_value_per_share,BPS,5251.8567569893785,3709.1427878535214,3075.541364493133,3871.126865075708,3864.4607498415016,-0.1722008982538441
AJ네트웍스,095570,서비스업,current_ratio,유동비율,0.3984823183297826,0.6014594933806449,0.3759381023409431,0.5215632462856001,0.3701898321124171,-29.023021704695278
AJ네트웍스,095570,서비스업,debt_ratio,부채비율,0.8090169561195517,0.8073810348005077,0.8186543338338989,0.7324736556575405,0.7557211022477776,3.173826991684477
AJ네트웍스,095570,서비스업,debt_to_equity_ratio,차입금비율,4.236066928674466,4.191596782613365,4.51433084198474,2.7379496305601347,3.0936814812973426,12.992636780700437
AJ네트웍스,095570,서비스업,earnings_per_share,EPS,397.98179946113277,449.87750342011213,-35.419153653190214,819.4507880807637,93.64699423639956,-88.57198069749494
AJ네트웍스,095570,서비스업,ebitda_margin,EBITDA마진율,-4.725704166965969,10.702040890691093,-2.122140151027129,2.2700026244668665,2.287603915507065,0.7753863740281988
AJ네트웍스,095570,서비스업,enterprise_value_to_ebitda,EV/EBITDA,-16.494479260698455,7.477101670200794,-46.93481440899655,32.8550376811706,24.55316788314092,-25.268179201594794
AJ네트웍스,095570,서비스업,equity_ratio,자기자본비율,0.19098304388044834,0.19261896519949231,0.18134566616610115,0.26752634434245953,0.24427889775222242,-8.689778439344328
AJ네트웍스,095570,서비스업,fixed_asset_growth_rate,유형자산증가율,,9.90566807497284,-23.939714979840687,-24.205694842601698,-6.502315258498514,-73.13725013563945
AJ네트웍스,095570,서비스업,fixed_asset_turnover,유형자산회전율,3.2215903188297146,2.804322620545136,3.21404535785206,4.775393311245846,6.28519875541748,31.616357978642444
AJ네트웍스,095570,서비스업,gross_profit_margin,매출총이익률,-2.0311354863805344,1.5645264277445299,2.418601236546971,4.8955478943798285,6.243744695485084,27.53924239313455
AJ네트웍스,095570,서비스업,interest_coverage_ratio,이자보상배율,-1.2346466810687526,1.8920998506382873,-0.4137728337959038,0.6354156326998677,0.6084330134624619,-4.246451904678071
AJ네트웍스,095570,서비스업,inventory_turnover,재고자산회전율,20.731209607442036,16.79374498781017,25.274770042664937,47.31907202155204,45.27201180853871,-4.3260785251261344
AJ네트웍스,095570,서비스업,net_debt_ratio,순부채비율,0.1526512006784856,0.18577317001914007,0.27473006344753886,0.16658447164113052,0.09657319682633979,-42.027491593342845
AJ네트웍스,095570,서비스업,net_income_growth_rate,순이익증가율,,13.03971790399614,-107.87306619778107,-2413.580940144671,-88.57198069749494,-96.33026681540724
AJ네트웍스,095570,서비스업,net_profit_margin,순이익률,3.56460174988502,4.211766896736583,-0.38038751584718045,7.81478855222226,0.7257340021461588,-90.71332516169251
AJ네트웍스,095570,서비스업,net_working_capital_turnover,순운전자본회전율,-2.577113374652008,-3.1527739498637968,-2.1132948121502384,-3.908033595566752,-2.35597334732941,-39.71460864609733
AJ네트웍스,095570,서비스업,non_current_debt_ratio,비유동부채비율,0.18416917748474643,0.36549290352208685,0.37229325126678003,0.3449020314628945,0.19009321960639516,-44.884865189074446
AJ네트웍스,095570,서비스업,operating_income_growth_rate,영업이익증가율,,-4.329563784903135,-12.827003499894573,12.614346588143732,23.058247451117175,82.79383153139062
AJ네트웍스,095570,서비스업,operating_profit_margin,영업이익률,100.0,100.0,100.0,100.0,100.0,0.0
AJ네트웍스,095570,서비스업,price_cash_flow_ratio,PCR,-5.049971974126986,-12.276986594533229,24.380617429800346,-44.76179491222084,29.23133679680755,-165.30421055306434
AJ네트웍스,095570,서비스업,price_earnings_ratio,PER,11.319613123262844,11.047451722338806,-130.2967328126522,6.601982789803357,61.08044413641947,825.1833287229575
AJ네트웍스,095570,서비스업,price_to_book_ratio,PBR,0.857791864563817,1.3399322388653945,1.5005488312658668,1.3975258855005765,1.4801547668027426,5.912511686505857
AJ네트웍스,095570,서비스업,quick_ratio,당좌비율,0.3221883859652282,0.527810064595377,0.3250205427340687,0.4839840530433834,0.33946068549480685,-29.861183780702323
AJ네트웍스,095570,서비스업,retention_ratio,자본유보율,4.217321029288041,4.718215730363059,-54.457460188937404,3.230834753282839,27.918702276756456,764.1327832811123
AJ네트웍스,095570,서비스업,return_on_assets,ROA,1.447255303925629,2.3362524478455096,-0.2088448586135612,5.663071279879297,0.5919579990769644,-89.54705018140649
AJ네트웍스,095570,서비스업,return_on_equity,ROE,7.5779256342337,12.128880691607344,-1.1516396450427029,21.168275198460528,2.4232874985271993,-88.55226759947152
AJ네트웍스,095570,서비스업,return_on_invested_capital,ROIC,0.4060075726474386,0.5546965217034484,0.5490318423001663,0.7246608455284325,0.8156679958861118,12.558585291208294
AJ네트웍스,095570,서비스업,revenue_growth_rate,매출액증가율,,-4.329563784903135,-12.827003499894573,12.614346588143732,23.058247451117175,82.79383153139062
AJ네트웍스,095570,서비스업,total_asset_growth_rate,총자산증가율,,-29.97446340112574,-11.927589222340618,-14.678897641238553,9.32817530776926,-163.54820052401553
AJ네트웍스,095570,서비스업,total_asset_turnover,총자산회전율,0.4060075726474386,0.5546965217034484,0.5490318423001663,0.7246608455284325,0.8156679958861118,12.558585291208294
AJ네트웍스,095570,서비스업,total_equity_growth_rate,자기자본증가율,,-29.37463911373349,-17.08215238936792,25.86814502862953,-0.1722008982538492,-100.66568707598967
AJ네트웍스,095570,서비스업,total_liabilities_growth_rate,부채총계증가율,,-30.116062742564843,-10.697851861054264,-23.660747684830262,12.798062445203362,-154.08984794427545
AK홀딩스,006840,기타금융,accounts_payable_turnover,매입채무회전율,8.127604530367183,8.595181919436635,7.817324961324498,7.538375516115344,9.725042850174832,29.00714257846253
AK홀딩스,006840,기타금융,accounts_receivable_turnover,매출채권회전율,13.804192731077007,13.464302330329877,10.772481131487325,11.024413059839162,11.39587487313915,3.369447527807043
AK홀딩스,006840,기타금융,book_value_per_share,BPS,55629.01886101902,54638.02892506024,47656.3973919803,45380.401392188345,48399.02905912266,6.65183113046226
AK홀딩스,006840,기타금융,current_ratio,유동비율,0.9817208345288688,0.8481649927073085,0.7354206146963481,0.7218733021972503,0.667105233731966,-7.586936419255344
AK홀딩스,006840,기타금융,debt_ratio,부채비율,0.566236766547662,0.6655145337296856,0.695897349609384,0.7356718223136057,0.7437545269260326,1.0986834573883337
AK홀딩스,006840,기타금융,debt_to_equity_ratio,차입금비율,1.3054051677938723,1.9896665201944832,2.2883633165166843,2.7831759321037106,2.9025079663020685,4.287620944902279
AK홀딩스,006840,기타금융,earnings_per_share,EPS,7798.4316860665895,2217.252001519374,-9975.826163283944,-7523.122812644531,-4493.223960357684,-40.2744834524611
AK홀딩스,006840,기타금융,ebitda_margin,EBITDA마진율,7.269978357898937,2.188432858470809,-13.132164819832651,-7.817796486437975,-3.1727680406309697,-59.41608295719938
AK홀딩스,006840,기타금융,enterprise_value_to_ebitda,EV/EBITDA,6.1516391833070445,27.765771468795094,-4.000248911041873,-5.273832124523293,-11.186025685858505,112.10431848680852
AK홀딩스,006840,기타금융,equity_ratio,자기자본비율,0.4337632334523381,0.3344854662703144,0.304102650390616,0.2643281776863943,0.25624547307396744,-3.057829355603683
AK홀딩스,006840,기타금융,fixed_asset_growth_rate,유형자산증가율,,3.1428155605597308,2.4468457424202006,8.870407626659604,10.179725180543798,14.760511680986335
AK홀딩스,006840,기타금융,fixed_asset_turnover,유형자산회전율,2.338679743916089,2.296964788253094,1.5624938372955348,1.7352216036533756,1.8832788627951422,8.532469791180759
AK홀딩스,006840,기타금융,gross_profit_margin,매출총이익률,28.174701447253142,24.658903089943394,17.669437512136028,15.987336484280151,18.761579109004277,17.35275058138641
AK홀딩스,006840,기타금융,interest_coverage_ratio,이자보상배율,5.5549715351665006,1.0132447439162502,-2.667138437546878,-2.8596434526188874,-1.0728235766733756,-62.48400912740104
AK홀딩스,006840,기타금융,inventory_turnover,재고자산회전율,11.741043820282368,11.164024175880769,9.10291576359613,7.088509680779456,8.602904824260465,21.36408373098935
AK홀딩스,006840,기타금융,net_debt_ratio,순부채비율,0.06739078361266296,0.31601439971431067,0.17099146526129946,0.174703161330009,0.1775772492022511,1.6451264249380377
AK홀딩스,006840,기타금융,net_income_growth_rate,순이익증가율,,-71.56797557794954,-549.9184646782593,-24.58646843372826,-40.2744834524611,63.807516972269475
AK홀딩스,006840,기타금융,net_profit_margin,순이익률,5.56750753628507,1.5625935634772203,-10.088283570039948,-6.292454419107813,-3.1428135869848486,-50.05424946041232
AK홀딩스,006840,기타금융,net_working_capital_turnover,순운전자본회전율,-152.5344871452246,-15.81667138257216,-6.144202469221176,-6.077780889353552,-4.807957215629026,-20.89288338690979
AK홀딩스,006840,기타금융,non_current_debt_ratio,비유동부채비율,0.17451889555741124,0.3038014262903724,0.3077388804552517,0.3237019247005294,0.2708304390562742,-16.33338624512934
