corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
AJ네트웍스,095570,서비스업,average_accounts_receivable_per_sales_turnover,1회당회전매출채권액수,0.07734171538664551,0.104918334431389,0.09744445330766863,0.09496589340185095,0.0785871035437964,-17.247023401072237
AJ네트웍스,095570,서비스업,borrowing_dependency,차입금의존도,0.9080942529123005,1.3185383995930635,1.7573303975115222,0.8578006343861513,0.7597128186759534,-11.434803353857422
AJ네트웍스,095570,서비스업,cash_and_cash_equivalents,현금성자산,53509862897.0,122986211759.0,69806738399.0,85232019813.0,131861397964.0,54.70875646653145
AJ네트웍스,095570,서비스업,cash_and_cash_equivalents_to_short_term_borrowings_ratio,현금성자산/단기성차입금,0.2076576917165767,0.4219554331413486,0.2657575346999581,0.7523327129302688,0.6294653670638719,-16.33151712728795
AJ네트웍스,095570,서비스업,cogs,매출원가,1066762174017.0,984610078914.0,850866952296.0,933875938995.0,1132920190871.0,21.313778797021314
AJ네트웍스,095570,서비스업,corporate_tax,법인세납부,6391243036.0,4589777483.0,69792025066.0,2061431242.0,15062903150.0,630.7012158885287
AJ네트웍스,095570,서비스업,current_liabilities,유동부채금액,674454978990.0,796062818789.0,661160443861.0,525176778325.0,814364855406.0,55.06490176571346
AJ네트웍스,095570,서비스업,current_liabilities_ratio,유동부채비율,2.5095216374755265,1.6626223561278655,2.660012363133884,1.9173130145225286,2.7013167657622907,40.89075415966985
AJ네트웍스,095570,서비스업,days_sales_outstanding,매출채권회전일수,28.22972611612561,38.29519206745698,35.567225457299045,34.662551091675596,28.684292793485685,-17.247023401072237
AJ네트웍스,095570,서비스업,debt_ratio,부채비율,0.8090169561195517,0.8073810348005077,0.8186543338338989,0.7324736556575405,0.7557211022477776,3.173826991684477
AJ네트웍스,095570,서비스업,debt_to_net_income_ratio,총부채상환비율,55.90008576407505,34.55880958177589,-391.991614861205,12.934212187298346,127.6646490842539,887.0307308675756
AJ네트웍스,095570,서비스업,dependence_on_net_borrowings,순차입금의존도,0.9080942529123005,1.3185383995930635,1.7573303975115222,0.8578006343861513,0.7597128186759534,-11.434803353857422
AJ네트웍스,095570,서비스업,ebit,EBIT,-49408471511.0,107048170172.0,-18504130352.0,22290237581.0,27642664014.0,24.012424333971033
AJ네트웍스,095570,서비스업,ebit_margin,EBIT마진,-4.725704166965969,10.702040890691093,-2.122140151027129,2.2700026244668665,2.287603915507065,0.7753863740281988
