id,corp,stock_code,sector,label_en,label_ko,2018,2019,2020,2021,2022,YoY
1,AJ네트웍스,095570,서비스업,accounts_payable_turnover,매입채무회전율,2715.0479085518514,3024.2796449176367,2177.684361749785,2168.887168566334,2048.2990865481247,-5.5599057325752765
2,AJ네트웍스,095570,서비스업,accounts_receivable_turnover,매출채권회전율,1292.9633057669014,953.1222597266321,1026.225676327236,1053.009627117886,1272.4734147285405,20.841574659799868
3,AJ네트웍스,095570,서비스업,book_value_per_share,BPS,10503.713513978757,7418.285575707043,6151.082728986266,7742.253730151416,7728.921499683003,-0.1722008982538441
4,AJ네트웍스,095570,서비스업,current_ratio,유동비율,39.84823183297826,60.14594933806448,37.59381023409431,52.156324628560014,37.01898321124171,-29.023021704695278
5,AJ네트웍스,095570,서비스업,debt_ratio,부채비율,423.6066928674466,419.15967826133647,451.433084198474,273.7949630560135,309.36814812973427,12.992636780700431
6,AJ네트웍스,095570,서비스업,debt_to_equity_ratio,차입금비율,104.08402223591698,187.09975904668755,163.77671040635903,92.84821223166598,105.85210503795412,14.005539249201767
7,AJ네트웍스,095570,서비스업,earnings_per_share,EPS,795.9635989222655,899.7550068402243,-70.83830730638043,1638.9015761615274,187.29398847279913,-88.57198069749494
8,AJ네트웍스,095570,서비스업,ebitda_margin,EBITDA마진율,-4.725704166965969,10.702040890691093,-2.122140151027129,2.2700026244668665,2.287603915507065,0.7753863740281988
9,AJ네트웍스,095570,서비스업,enterprise_value_to_ebitda,EV/EBITDA,-13.546626222610167,7.095824789956878,-33.39621254149929,22.640437558376153,18.776262348778406,-17.067581841712858
10,AJ네트웍스,095570,서비스업,equity_ratio,자기자본비율,19.098304388044834,19.261896519949232,18.134566616610115,26.75263443424595,24.42788977522224,-8.689778439344328
11,AJ네트웍스,095570,서비스업,gross_profit_margin,매출총이익률,-2.0311354863805344,1.5645264277445299,2.418601236546971,4.8955478943798285,6.243744695485084,27.53924239313455
12,AJ네트웍스,095570,서비스업,interest_coverage_ratio,이자보상배율,2612.6194900207415,1767.9803973502696,1949.7903265042846,2799.1845729654237,2659.695628854517,-4.98319923087936
13,AJ네트웍스,095570,서비스업,inventory_turnover,재고자산회전율,2073.120960744204,1679.374498781017,2527.4770042664936,4731.907202155204,4527.201180853871,-4.326078525126127
14,AJ네트웍스,095570,서비스업,market_capitalization,시가총액,210934438975,232706806150,216084891425,253308615950,267823527400,5.730129390018484
